MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU472009103530,포항남부소방서,해도119안전센터,엔제리너스포항밸류플러스점,휴게음식점,20210105191604,20210105,191604,2021,01,05,복합건축물,,20070831,,경상북도 포항시 남구 상도동 ,중흥로,밸류플러스복합빌딩,,,,,8,밸류플러스 - 밸류플러스동,양식(옥),철근콘크리트조,,N
MU472009101873,포항남부소방서,효자119안전센터,더 블루힐(The Blue Hill),일반음식점,20210130103407,20210130,103407,2021,01,30,교육연구시설,,20070810,20160309,경상북도 포항시 남구 지곡동 ,청암로,포스텍 내,콘크리트. 석고. 유리 등,217.0,벽. 천장 등,98.0,2/5,포항공과대학교(POSTECH) - 포스코국제관동,양식(옥),철골철근콘크리트조,Y,N
MU472009101141,포항남부소방서,효자119안전센터,빠샤가요클럽,유흥주점,20210525123348,20210525,123348,2021,05,25,위락시설,,20090218,20210525,경상북도 포항시 남구 대잠동 ,중섬로,,석고. 유리. 철판 등,,방염도료. 천,203.0,0/3,빠샤노래클럽(구)불도장룸가요방 - 빠샤노래클럽(구)불도장룸가요방동,양식(옥),철근콘크리트조,,Y
MU472009101316,포항남부소방서,해도119안전센터,비엠노래클럽,유흥주점,20210712111712,20210712,111712,2021,07,12,복합건축물,,20081117,,경상북도 포항시 남구 상도동 ,중흥로126번길,,석고보드.콘크리트,454.0,방염필름,65.0,0/3,"BM노래클럽(구제니스노래궁)
 - BM동",양식(옥),철근콘크리트조,,N
MU472009101396,구미소방서,인동119안전센터,진평카사노바2노래주점(구.다와라노래타운),유흥주점,20210111084549,20210111,084549,2021,01,11,,,20020604,20201214,경상북도 구미시 진평동 ,인동32길,,,,,,1,,양식(옥),철근콘크리트조,,Y
MU472009102238,구미소방서,원평119안전센터,쎄시봉노래타운,유흥주점,20210802170019,20210802,170019,2021,08,02,,,19980418,20210630,경상북도 구미시 원평동 ,송원서로4길,,,,,,1/4,,양식(옥),철근콘크리트조,,Y
MU472009101730,경산소방서,중앙119안전센터,호박가요주점,유흥주점,20210401085711,20210401,085711,2021,04,01,,,20070803,,경상북도 경산시 중방동 ,원효로,,,,,,1/3,호박가요궁 - 호박가요궁동,양식(옥),철근콘크리트조,,Y
MU472009106100,상주소방서,서성119안전센터,백악관회관,단란주점,20210118093845,20210118,093845,2021,01,18,근린생활시설,20070824,20070824,20200612,경상북도 상주시 서성동 ,서성3길,,핸디코트. 유리,,,,2,백악관회관 - 백악관회관동,양식(옥),철근콘크리트조,,Y
MU472009106511,영천소방서,동부119안전센터,벤츠노래궁,유흥주점,20210602100608,20210602,100608,2021,06,02,위락시설,,20160302,20200617,경상북도 영천시 창구동 ,옛군청1길,,석고보드,,,,1/5,,양식(옥),철근콘크리트조,,Y
MU472009106008,포항북부소방서,덕산119안전센터,홍춘이,유흥주점,20211115152317,20211115,152317,2021,11,15,,,20090302,20211115,경상북도 포항시 북구 죽도동 ,칠성천길,,,,,,0/3,,양식(옥),철근콘크리트조,,Y
MU472009103038,구미소방서,원평119안전센터,썸주점,유흥주점,20210526160040,20210526,160040,2021,05,26,,,20030109,20210511,경상북도 구미시 원평동 ,송원서로6길,,,,,,1/5,,양식(옥),철근콘크리트조,,Y
MU472009104760,경산소방서,중앙119안전센터,딩동댕 노래연습장,노래연습장업,20210102123038,20210102,123038,2021,01,02,,20070517,20201221,20190509,경상북도 경산시 사동 ,계양로16길,,,,벽지.합판,184.0,0/1,요지경가요방 - 요지경가요방동,양식(옥),철근콘크리트조,,Y
MU472009104540,경주소방서,건천119안전센터,크리스탈,유흥주점,20210420092840,20210420,092840,2021,04,20,위락시설,,20090227,20210420,경상북도 경주시 건천읍 건천리,단석로,,,,,,2,,양식(옥),철근콘크리트조,,Y
MU472009104601,포항남부소방서,해도119안전센터,수정노래연습장,노래연습장업,20210106084941,20210106,084941,2021,01,06,근린생활시설,,20070124,20200807,경상북도 포항시 남구 대도동 ,상공로,,,,,,0/4,상대할인마트(거림다방) - 거림다방동,양식(옥),철근콘크리트조,,Y
MU472009103008,예천소방서,예천119안전센터,에이스가요주점,유흥주점,20210803153607,20210803,153607,2021,08,03,위락시설,,20150317,20210803,경상북도 예천군 예천읍 서본리,충효로,수성회소주방,,,,,0/2,에이스주점 - 에이스주점동,양식(옥),철근콘크리트조,,Y
MU472009103942,포항남부소방서,해도119안전센터,OK노래연습장,노래연습장업,20210712183057,20210712,183057,2021,07,12,근린생활시설,,20070529,20210713,경상북도 포항시 남구 해도동 ,축항로,,,,,,1/3,OK노래연습장 건물 - A동동,양식(옥),철근콘크리트조,,Y
MU472009103850,포항북부소방서,흥해119안전센터,베네치아레스토랑,일반음식점,20210223092522,20210223,092522,2021,02,23,,20070122,20070124,20210126,경상북도 포항시 북구 흥해읍 죽천리,죽천길,,석고보드.유리,,MDF,163.0,0/4,,양식(옥),철근콘크리트조,,Y
MU472009103115,포항남부소방서,해도119안전센터,글로리단란주점,단란주점,20211130164945,20211130,164945,2021,11,30,위락시설,,20070319,20211130,경상북도 포항시 남구 상도동 ,중섬로,,석고.유리.방화문.타일,258.0,방염도료(64.39).방염필름(8.05),72.0,0/1,최수자건물 - 최수자동,양식(옥),철골조,,Y
MU472009104231,상주소방서,서성119안전센터,이야기마당,일반음식점,20211221075709,20211221,075709,2021,12,21,근린생활시설,20070615,20070620,20211221,경상북도 상주시 서문동 ,문무2길,,콘크리트.황토,545.0,목재,,3,이야기마당 - 이야기마당동,양식(옥),철근콘크리트조,,Y
MU472009103173,영천소방서,동부119안전센터,드라마유흥주점,유흥주점,20210603093615,20210603,093615,2021,06,03,위락시설,20170720,20170721,20170721,경상북도 영천시 문외동 ,시청남길,,석고보드,,MDF 및 목재,85.0,1/4,드라마유흥주점 - 드라마유흥주점동,양식(옥),철근콘크리트조,,Y
MU472009103189,영천소방서,동부119안전센터,개성노래주점,유흥주점,20210603093404,20210603,093404,2021,06,03,위락시설,,20090224,20190114,경상북도 영천시 문외동 ,시청남1길,,,,,,0/2,개성노래방 - 피아노래방동,양식(옥),철근콘크리트조,,Y
MU472009103892,의성소방서,봉양119안전센터,신바람가요주점,유흥주점,20210530115226,20210530,115226,2021,05,30,위락시설,,19980829,20210526,경상북도 의성군 가음면 장리,금성현서로,,,,,,0/2,신바람가요주점 - 신바람가요주점동,양식(옥),철근콘크리트조,,Y
MU472009105290,포항북부소방서,덕산119안전센터,세이노래연습장[2-2],노래연습장업,20211202133626,20211202,133626,2021,12,02,,,20090228,20211202,경상북도 포항시 북구 죽도동 ,죽도시장14길,,,,,,4/1,,양식(옥),철근콘크리트조,,Y
MU472009104848,경산소방서,중앙119안전센터,류,일반음식점,20210412092209,20210412,092209,2021,04,12,근린생활시설,20070611,20210402,20160719,경상북도 경산시 삼풍동 ,삼풍로,,,,,,1/5,보명빌딩 - 보명빌딩동,양식(옥),철근콘크리트조,,Y
MU472009106894,경주소방서,황오119안전센터,여우비(구.에로스노래룸),유흥주점,20210705083423,20210705,083423,2021,07,05,,20060913,20060918,20210702,경상북도 경주시 동천동 ,양정로,,그라스울판넬. ALC벽돌. 타일. 핸디코트. 석고보드,301.0,천정. 벽체장식 등,97.0,2,,양식(옥),철근콘크리트조,,Y
MU472009106005,영주소방서,가흥119안전센터,파스타부오노,일반음식점,20210223191605,20210223,191605,2021,02,23,근린생활시설,,20061017,20210204,경상북도 영주시 영주동 ,구성로350번길,,,,,,3,명동돈가스 - 명동돈가스동,양식(옥),철근콘크리트조,,Y
MU472009104680,포항남부소방서,구룡포119안전센터,에로스룸가요궁,유흥주점,20211213143204,20211213,143204,2021,12,13,위락시설,,19830809,20211213,경상북도 포항시 남구 구룡포읍 구룡포리,호미로,,,,방염필름,45.0,0/2,에로스가요궁 - 에로스가요궁동,양식(옥),철근콘크리트조,,Y
MU472009105773,경주소방서,동부119안전센터,케이팝 노래연습장,노래연습장업,20210402082344,20210402,082344,2021,04,02,,,20080402,20210402,경상북도 경주시 성건동 ,한빛길6번길,,,,방염도료,95.0,3/0,,양식(옥),철근콘크리트조,,Y
MU472009105818,포항북부소방서,덕산119안전센터,뽕밭Ⅱ가요방,유흥주점,20210616162223,20210616,162223,2021,06,16,,,20090301,20210615,경상북도 포항시 북구 죽도동 ,중흥로,,,,,,4,,양식(옥),철근콘크리트조,,Y
MU472009104678,경주소방서,감포119안전센터,아방궁(2020업소이전),유흥주점,20210702132934,20210702,132934,2021,07,02,,20030803,20030803,20200410,경상북도 경주시 양남면 나아리,동해안로,,,,방염도료,16.0,4/0,,양식(옥),철근콘크리트조,,Y
MU472009103014,예천소방서,예천119안전센터,시크릿(구/ 왕과비),유흥주점,20211019092813,20211019,092813,2021,10,19,위락시설,,19990417,20211012,경상북도 예천군 예천읍 동본리,시장로,대구식품청과,,,,,1/3,왕과비 - 왕과비동,양식(옥),철근콘크리트조,,Y
MU472009106072,경주소방서,황오119안전센터,캣츠 노래연습장,노래연습장업,20210819163816,20210819,163816,2021,08,19,근린생활시설,20060418,20060504,20210819,경상북도 경주시 동천동 ,백율로,,콘크리트. 석고보드. 핸디코트,253.0,천정. 벽체장식 등,60.0,3,캣츠노래방건물 - 캣츠노래방건물동,양식(옥),철근콘크리트조,,Y
MU472009106224,김천소방서,양금119안전센터,황금라이브단란주점,단란주점,20210603170410,20210603,170410,2021,06,03,근린생활시설,,20070605,20200313,경상북도 김천시 황금동 ,자래밭골길,,,,합판(방염도료),115.0,1/2,,양식(옥),철근콘크리트조,,Y
MU472009106141,포항북부소방서,덕산119안전센터,옹달샘,유흥주점,20210808092344,20210808,092344,2021,08,08,,,20090302,20210310,경상북도 포항시 북구 용흥동 ,용당로,,,,,,0 / 3,,양식(옥),철근콘크리트조,,Y
MU472009103308,의성소방서,의성119안전센터,쵸콜렛pc방,인터넷컴퓨터게임시설제공업(PC방),20210729164130,20210729,164130,2021,07,29,,20050406,20181121,20181121,경상북도 의성군 의성읍 후죽리,문소3길,,,,합판 등(방염도료),101.0,4,,양식(옥),철근콘크리트조,,Y
MU472009104526,경주소방서,건천119안전센터,파라다이스,단란주점,20210526094443,20210526,094443,2021,05,26,근린생활시설,19981008,19981015,20210526,경상북도 경주시 건천읍 천포리,내서로,,,,,,1,,양식(옥),철골조,,Y
MU472009103336,의성소방서,의성119안전센터,수가요주점,유흥주점,20210902144024,20210902,144024,2021,09,02,근린생활시설,,20000330,20210826,경상북도 의성군 의성읍 후죽리,중앙길,,,,,,1/4,교보생명(한일빌딩카리스마) - 한일빌딩(교보생명)동,양식(옥),철근콘크리트조,,Y
MU472009108489,구미소방서,원평119안전센터,캐슬가요주점,유흥주점,20210305090247,20210305,090247,2021,03,05,,,20030104,20170313,경상북도 구미시 원평동 ,구미중앙로35길,호천빌딩,,,,,1/3,,양식(옥),철근콘크리트조,,Y
MU472009102552,문경소방서,점촌119안전센터,청화스탠드바,유흥주점,20211029103435,20211029,103435,2021,10,29,숙박시설,20050418,20150224,20210728,경상북도 문경시 점촌동 ,점촌로,,,,,,1/4,청화장여관 - 청화장여관동,양식(옥),철근콘크리트조,,Y
MU472009108493,울진소방서,죽변119안전센터,필 단란주점,단란주점,20210423162756,20210423,162756,2021,04,23,복합건축물,,20070509,20180920,경상북도 울진군 죽변면 봉평리,울진북로,필모텔,,,,,1/4,필모텔 - 필모텔동,양식(옥),철근콘크리트조,,Y
MU472009108100,경주소방서,황오119안전센터,69노래클럽(구.첼로노래궁),유흥주점,20210617101040,20210617,101040,2021,06,17,,20070111,20070213,20210617,경상북도 경주시 동천동 ,양정로225번길,,,,,104.0,0/3,,양식(옥),철근콘크리트조,,Y
MU472009103399,의성소방서,의성119안전센터,예전가요주점,유흥주점,20210117115435,20210117,115435,2021,01,17,,,20090224,20210111,경상북도 의성군 의성읍 후죽리,북부길,,,,합파.목재,,1/4,,양식(옥),철근콘크리트조,,Y
MU472009107423,구미소방서,송정119안전센터,비어갤러리 구미본점,일반음식점,20210513084221,20210513,084221,2021,05,13,,,20140129,20210507,경상북도 구미시 송정동 ,송정대로6길,,철근콘크리트.석고보드.타일.유리,452.0,합판(방염필름.선처리필름),34.0,1/5,,양식(옥),철근콘크리트조,,Y
MU472009108234,청도소방서,청도119안전센터,리버사이드단란주점,단란주점,20211203093222,20211203,093222,2021,12,03,근린생활시설,,20211202,20190805,경상북도 청도군 청도읍 고수리,한내길,,석고보드. 콘크리트 등,181.0,MDF,63.0,1/3,리버사이드 단란주점 - 리버사이드 단란주점동,양식(옥),철근콘크리트조,,Y
MU472009103117,포항남부소방서,해도119안전센터,다노라,유흥주점,20210106090711,20210106,090711,2021,01,06,위락시설,20030305,20030306,20201105,경상북도 포항시 남구 상도동 ,중흥로70번길,,석고보드.타일,,방염,152.0,0/2,스타킹 유흥주점 - 스타킹유흥주점동,양식(옥),철근콘크리트조,,Y
MU472009103128,영천소방서,동부119안전센터,렉시가요주점,유흥주점,20210603093532,20210603,093532,2021,06,03,위락시설,,20170905,20191014,경상북도 영천시 문외동 ,시청남1길,,,,MDF 및 목재,,1/3,렉시노래주점 - 렉시노래주점동,양식(옥),철근콘크리트조,,Y
MU472009107264,구미소방서,옥계119안전센터,옥계풀코스노래타운주점,유흥주점,20210305090201,20210305,090201,2021,03,05,,,19000101,20170307,경상북도 구미시 옥계동 ,산호대로29길,,,,,,1,,양식(옥),철근콘크리트조,,Y
MU472009108799,상주소방서,서성119안전센터,박카스가요주점,유흥주점,20210624092944,20210624,092944,2021,06,24,근린생활시설,20060411,20060411,20210618,경상북도 상주시 무양동 ,삼백로,,방연선처리벽지사용,,,102.0,0/2,청해큰참치 - 청해큰참치동,양식(옥),철근콘크리트조,,Y
MU472009105742,경주소방서,동부119안전센터,보이스노래연습장(구;푸른노래연습장),노래연습장업,20211119161531,20211119,161531,2021,11,19,,19990711,19990726,20211119,경상북도 경주시 성건동 ,한빛길10번길,,,,방염필름,55.0,지하,,양식(옥),철근콘크리트조,,Y
MU472009107341,김천소방서,양금119안전센터,아이리스가요방,유흥주점,20210311141547,20210311,141547,2021,03,11,위락시설,,20070109,20210308,경상북도 김천시 평화동 ,평화9길,,,,,,1/5,,양식(옥),철근콘크리트조,,Y
MU472009104511,포항남부소방서,해도119안전센터,지원이노래연습장,노래연습장업,20210527120054,20210527,120054,2021,05,27,복합건축물,20070905,20070910,20210513,경상북도 포항시 남구 상도동 ,상대로,,콘크리트. 석고. 타일등,170.0,벽. 천장,54.0,4,천지노래연습장 - 천지노래연습장동,양식(옥),철근콘크리트조,,N
